Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Wheat,18063,1500.0,122.04,15.41
Maize,18291,1500.0,132.36,15.44
Potatoes,109018,1500.0,132.36,15.44
"Rice, paddy",26754,1500.0,132.36,15.44
Soybeans,8595,1500.0,132.36,15.44
Wheat,18859,1500.0,132.36,15.44
Maize,19059,1500.0,153.0,15.36
Potatoes,114898,1500.0,153.0,15.36
"Rice, paddy",28573,1500.0,153.0,15.36
Soybeans,8772,1500.0,153.0,15.36
Wheat,20873,1500.0,153.0,15.36
Maize,20191,1500.0,127.99,15.53
Potatoes,118458,1500.0,127.99,15.53
"Rice, paddy",27825,1500.0,127.99,15.53
Soybeans,8786,1500.0,127.99,15.53
Wheat,21344,1500.0,127.99,15.53
Maize,20382,1500.0,128.73,15.92
Potatoes,130896,1500.0,128.73,15.92
"Rice, paddy",27166,1500.0,128.73,15.92
Soybeans,8909,1500.0,128.73,15.92
Wheat,20745,1500.0,128.73,15.92
Maize,20909,1500.0,344.06,15.54
Potatoes,126568,1500.0,344.06,15.54
"Rice, paddy",25570,1500.0,344.06,15.54
Soybeans,9029,1500.0,344.06,15.54
Wheat,21563,1500.0,344.06,15.54
Maize,21590,1500.0,353.43,15.27
Potatoes,131100,1500.0,353.43,15.27
"Rice, paddy",27750,1500.0,353.43,15.27
Soybeans,9048,1500.0,353.43,15.27
Wheat,22252,1500.0,353.43,15.27
Maize,22054,1500.0,209.52,15.91
Potatoes,133263,1500.0,209.52,15.91
"Rice, paddy",29074,1500.0,209.52,15.91
Soybeans,9139,1500.0,209.52,15.91
Wheat,19338,1500.0,209.52,15.91
Maize,21186,1500.0,332.01,15.96
Potatoes,135841,1500.0,332.01,15.96
"Rice, paddy",27164,1500.0,332.01,15.96
Soybeans,9206,1500.0,332.01,15.96
Wheat,21289,1500.0,332.01,15.96
Maize,22814,1500.0,342.92,15.12
Potatoes,137352,1500.0,342.92,15.12
"Rice, paddy",29805,1500.0,342.92,15.12
Soybeans,9659,1500.0,342.92,15.12
Wheat,22747,1500.0,342.92,15.12
Maize,25011,1500.0,410.32,15.2
Potatoes,135837,1500.0,410.32,15.2
"Rice, paddy",33120,1500.0,410.32,15.2
Soybeans,9654,1500.0,410.32,15.2
Wheat,24123,1500.0,410.32,15.2
Maize,23528,1500.0,454.53,15.79
Potatoes,136408,1500.0,454.53,15.79
"Rice, paddy",31709,1500.0,454.53,15.79
Soybeans,11719,1500.0,454.53,15.79
Wheat,22902,1500.0,454.53,15.79
Maize,90909,778.0,9729.0,10.63
Wheat,76528,778.0,9729.0,10.63
Maize,80357,778.0,9338.0,9.32
Wheat,76608,778.0,9338.0,9.32
Maize,80256,778.0,9030.0,10.39
Wheat,80154,778.0,9030.0,10.39
Maize,90962,778.0,10505.0,9.47
Wheat,87712,778.0,10505.0,9.47
Maize,74865,778.0,8646.0,10.45
Wheat,80674,778.0,8646.0,10.45
Maize,70444,778.0,12601.0,10.25
Wheat,86189,778.0,12601.0,10.25
Maize,80000,778.0,8923.0,8.32
Wheat,89612,778.0,8923.0,8.32
Maize,50394,778.0,10568.0,10.03
Wheat,77309,778.0,10568.0,10.03
Maize,110000,778.0,11762.0,10.18
Wheat,76956,778.0,11762.0,10.18
Maize,70188,778.0,11152.0,10.74
Wheat,83311,778.0,11152.0,10.74
Maize,110000,778.0,11382.84,10.75
Wheat,83592,778.0,11382.84,10.75
Maize,88971,778.0,9424.73,10.24
Wheat,79447,778.0,9424.73,10.24
Maize,97046,778.0,9700.44,10.64
Wheat,78145,778.0,9700.44,10.64
Maize,84821,778.0,10655.4,10.27
Wheat,89149,778.0,10655.4,10.27
Maize,88201,778.0,10703.85,10.48
Wheat,85932,778.0,10703.85,10.48
Maize,91529,778.0,10461.35,10.97
Wheat,83940,778.0,10461.35,10.97
Maize,119482,778.0,12073.15,11.04
Wheat,72714,778.0,12073.15,11.04
Maize,114163,778.0,10777.08,10.42
Wheat,87295,778.0,10777.08,10.42
Maize,129954,778.0,9857.2,10.33
Wheat,92919,778.0,9857.2,10.33
Maize,117673,778.0,9586.03,8.84
Wheat,89092,778.0,9586.03,8.84
Maize,123355,778.0,10953.91,10.73
Wheat,77812,778.0,10953.91,10.73
Maize,123420,778.0,11348.39,10.08
Wheat,85870,778.0,11348.39,10.08
Maize,119446,778.0,10720.17,9.54
Wheat,87412,778.0,10720.17,9.54
Maize,92077,1732.0,3490.0,13.64
Potatoes,325000,1732.0,3490.0,13.64
Sweet potatoes,159383,1732.0,3490.0,13.64
Wheat,48842,1732.0,3490.0,13.64
Maize,96287,1732.0,3490.0,12.82
Potatoes,346667,1732.0,3490.0,12.82
Sweet potatoes,152381,1732.0,3490.0,12.82
Wheat,48149,1732.0,3490.0,12.82
Maize,91196,1732.0,3490.0,12.14
Potatoes,327179,1732.0,3490.0,12.14
Sweet potatoes,237745,1732.0,3490.0,12.14
Wheat,50543,1732.0,3490.0,12.14
Maize,83560,1732.0,3489.0,12.35
Sweet potatoes,249415,1732.0,3489.0,12.35
Wheat,53698,1732.0,3489.0,12.35
Maize,97360,1732.0,3515.0,12.89
Sweet potatoes,247137,1732.0,3515.0,12.89
Wheat,54145,1732.0,3515.0,12.89
Maize,97423,1732.0,3904.0,13.15
Sweet potatoes,252381,1732.0,3904.0,13.15
Wheat,46823,1732.0,3904.0,13.15
Maize,112996,1732.0,3499.0,13.07
Sweet potatoes,250228,1732.0,3499.0,13.07
Wheat,54738,1732.0,3499.0,13.07
Maize,99487,1732.0,3249.0,12.77
Sweet potatoes,200000,1732.0,3249.0,12.77
Wheat,56607,1732.0,3249.0,12.77
Maize,100571,1732.0,3055.16,13.97
Potatoes,352113,1732.0,3055.16,13.97
Sweet potatoes,128431,1732.0,3055.16,13.97
Wheat,62160,1732.0,3055.16,13.97
Maize,101306,1732.0,2535.3,13.87
Sweet potatoes,170000,1732.0,2535.3,13.87
Wheat,60610,1732.0,2535.3,13.87
Maize,102260,1732.0,3634.3,13.4
Sweet potatoes,144509,1732.0,3634.3,13.4
Wheat,62095,1732.0,3634.3,13.4
Maize,104000,1732.0,3333.2,13.58
Sweet potatoes,145719,1732.0,3333.2,13.58
Wheat,74286,1732.0,3333.2,13.58
Maize,76544,1732.0,4170.0,13.28
Sweet potatoes,162437,1732.0,4170.0,13.28
Wheat,71467,1732.0,4170.0,13.28
Maize,115496,1732.0,4050.0,12.76
Sweet potatoes,166667,1732.0,4050.0,12.76
Wheat,65501,1732.0,4050.0,12.76
Maize,109308,1732.0,4058.0,13.63
Sweet potatoes,119699,1732.0,4058.0,13.63
Wheat,80920,1732.0,4058.0,13.63
Maize,109544,1732.0,4388.0,13.04
Sweet potatoes,120000,1732.0,4388.0,13.04
Wheat,68963,1732.0,4388.0,13.04
Maize,109000,1732.0,4939.0,13.44
Sweet potatoes,120253,1732.0,4939.0,13.44
Wheat,84966,1732.0,4939.0,13.44
Maize,112326,1732.0,5857.0,13.55
Sweet potatoes,120000,1732.0,5857.0,13.55
Wheat,81120,1732.0,5857.0,13.55
Maize,110327,1732.0,5086.0,12.84
Sweet potatoes,119691,1732.0,5086.0,12.84
Wheat,74918,1732.0,5086.0,12.84
Maize,107597,1732.0,5086.0,13.54
Sweet potatoes,117803,1732.0,5086.0,13.54
Wheat,81241,1732.0,5086.0,13.54
Maize,113842,1732.0,5086.0,13.46
Sweet potatoes,117785,1732.0,5086.0,13.46
Wheat,72858,1732.0,5086.0,13.46
Maize,108647,1732.0,5086.0,12.89
Sweet potatoes,116046,1732.0,5086.0,12.89
Wheat,89245,1732.0,5086.0,12.89
Maize,108209,1732.0,5086.0,13.57
Sweet potatoes,113617,1732.0,5086.0,13.57
Wheat,91053,1732.0,5086.0,13.57
Cassava,110417,2280.0,575.0,27.03
Maize,12825,2280.0,575.0,27.03
Plantains and others,100000,2280.0,575.0,27.03
Potatoes,143750,2280.0,575.0,27.03
"Rice, paddy",26326,2280.0,575.0,27.03
Sorghum,16210,2280.0,575.0,27.03
Soybeans,16429,2280.0,575.0,27.03
Cassava,110638,2280.0,575.0,27.04
Maize,10228,2280.0,575.0,27.04
Plantains and others,100000,2280.0,575.0,27.04
Potatoes,141176,2280.0,575.0,27.04
"Rice, paddy",32527,2280.0,575.0,27.04
Sorghum,14726,2280.0,575.0,27.04
Soybeans,14915,2280.0,575.0,27.04
Yams,132736,2280.0,575.0,27.04
Cassava,110870,2280.0,575.0,27.16
Maize,13129,2280.0,575.0,27.16
Plantains and others,100000,2280.0,575.0,27.16
Potatoes,138889,2280.0,575.0,27.16
"Rice, paddy",29255,2280.0,575.0,27.16
Sorghum,18239,2280.0,575.0,27.16
Soybeans,16476,2280.0,575.0,27.16
Yams,132748,2280.0,575.0,27.16
Cassava,115556,2280.0,977.0,27.05
Maize,13037,2280.0,977.0,27.05
Plantains and others,100000,2280.0,977.0,27.05
Potatoes,150000,2280.0,977.0,27.05
"Rice, paddy",35450,2280.0,977.0,27.05
Sorghum,18926,2280.0,977.0,27.05
Soybeans,16949,2280.0,977.0,27.05
Yams,132759,2280.0,977.0,27.05
Cassava,112088,2280.0,799.0,27.26
Maize,12367,2280.0,799.0,27.26
Plantains and others,100000,2280.0,799.0,27.26
Potatoes,147368,2280.0,799.0,27.26
"Rice, paddy",32528,2280.0,799.0,27.26
Sorghum,18596,2280.0,799.0,27.26
Soybeans,22133,2280.0,799.0,27.26
Yams,132771,2280.0,799.0,27.26
Cassava,111957,2280.0,876.0,27.2
Maize,11868,2280.0,876.0,27.2
Plantains and others,100000,2280.0,876.0,27.2
Potatoes,144737,2280.0,876.0,27.2
"Rice, paddy",37084,2280.0,876.0,27.2
Sorghum,20630,2280.0,876.0,27.2
Soybeans,22156,2280.0,876.0,27.2
Yams,132782,2280.0,876.0,27.2
Cassava,113043,2280.0,2041.7,26.76
Maize,11620,2280.0,2041.7,26.76
Plantains and others,100000,2280.0,2041.7,26.76
Potatoes,144737,2280.0,2041.7,26.76
"Rice, paddy",34195,2280.0,2041.7,26.76
Sorghum,22474,2280.0,2041.7,26.76
Soybeans,22166,2280.0,2041.7,26.76
Yams,132794,2280.0,2041.7,26.76
Cassava,112766,2280.0,3207.4,27.43
Maize,11374,2280.0,3207.4,27.43
Plantains and others,100000,2280.0,3207.4,27.43
Potatoes,140000,2280.0,3207.4,27.43
"Rice, paddy",34389,2280.0,3207.4,27.43
Sorghum,16250,2280.0,3207.4,27.43
Soybeans,21333,2280.0,3207.4,27.43
Yams,132806,2280.0,3207.4,27.43
Cassava,112766,2280.0,4373.1,27.83
Maize,11941,2280.0,4373.1,27.83
Plantains and others,100000,2280.0,4373.1,27.83
Potatoes,135000,2280.0,4373.1,27.83
"Rice, paddy",34730,2280.0,4373.1,27.83
Sorghum,12512,2280.0,4373.1,27.83
Soybeans,14974,2280.0,4373.1,27.83
Yams,132817,2280.0,4373.1,27.83
Cassava,108421,2280.0,4097.16,26.82
Maize,11542,2280.0,4097.16,26.82
Plantains and others,100000,2280.0,4097.16,26.82
Potatoes,133333,2280.0,4097.16,26.82
"Rice, paddy",36568,2280.0,4097.16,26.82
Sorghum,18056,2280.0,4097.16,26.82
Soybeans,21901,2280.0,4097.16,26.82
Yams,132829,2280.0,4097.16,26.82
Cassava,108333,2280.0,3925.63,26.73
Maize,12677,2280.0,3925.63,26.73
Plantains and others,100000,2280.0,3925.63,26.73
Potatoes,125000,2280.0,3925.63,26.73
"Rice, paddy",31201,2280.0,3925.63,26.73
Sorghum,17658,2280.0,3925.63,26.73
Soybeans,19867,2280.0,3925.63,26.73
Yams,132840,2280.0,3925.63,26.73
Cassava,123077,2280.0,3603.5,26.78
Maize,13241,2280.0,3603.5,26.78
Plantains and others,95000,2280.0,3603.5,26.78
Potatoes,128571,2280.0,3603.5,26.78
"Rice, paddy",29281,2280.0,3603.5,26.78
Sorghum,19846,2280.0,3603.5,26.78
Soybeans,19744,2280.0,3603.5,26.78
Yams,132852,2280.0,3603.5,26.78
Cassava,107928,2280.0,5715.36,27.0
Maize,13369,2280.0,5715.36,27.0
Plantains and others,100000,2280.0,5715.36,27.0
Potatoes,132558,2280.0,5715.36,27.0
"Rice, paddy",31853,2280.0,5715.36,27.0
Sorghum,19597,2280.0,5715.36,27.0
Soybeans,19825,2280.0,5715.36,27.0
Yams,132863,2280.0,5715.36,27.0
Cassava,79485,2280.0,4581.73,27.22
Maize,13730,2280.0,4581.73,27.22
Plantains and others,97674,2280.0,4581.73,27.22
Potatoes,133333,2280.0,4581.73,27.22
"Rice, paddy",35103,2280.0,4581.73,27.22
Sorghum,20368,2280.0,4581.73,27.22
Soybeans,21258,2280.0,4581.73,27.22
Yams,132919,2280.0,4581.73,27.22
Cassava,88416,2280.0,9391.92,27.2
Maize,14021,2280.0,9391.92,27.2
Plantains and others,100000,2280.0,9391.92,27.2
Potatoes,134783,2280.0,9391.92,27.2
"Rice, paddy",33106,2280.0,9391.92,27.2
Sorghum,18323,2280.0,9391.92,27.2
Soybeans,21267,2280.0,9391.92,27.2
Yams,132964,2280.0,9391.92,27.2
Cassava,95455,2280.0,6889.26,27.35
Maize,14626,2280.0,6889.26,27.35
Plantains and others,100000,2280.0,6889.26,27.35
Potatoes,138298,2280.0,6889.26,27.35
"Rice, paddy",36392,2280.0,6889.26,27.35
Sorghum,18606,2280.0,6889.26,27.35
Soybeans,20523,2280.0,6889.26,27.35
Yams,133008,2280.0,6889.26,27.35
Cassava,95833,2280.0,9850.26,27.23
Maize,13776,2280.0,9850.26,27.23
Plantains and others,103324,2280.0,9850.26,27.23
Potatoes,137500,2280.0,9850.26,27.23
"Rice, paddy",39482,2280.0,9850.26,27.23
Sorghum,20477,2280.0,9850.26,27.23
Soybeans,21383,2280.0,9850.26,27.23
Yams,133053,2280.0,9850.26,27.23
Cassava,80701,2280.0,10173.91,26.75
Maize,13311,2280.0,10173.91,26.75
Plantains and others,100000,2280.0,10173.91,26.75
Potatoes,137500,2280.0,10173.91,26.75
"Rice, paddy",40055,2280.0,10173.91,26.75
Sorghum,17327,2280.0,10173.91,26.75
Soybeans,20056,2280.0,10173.91,26.75
Yams,133097,2280.0,10173.91,26.75
Cassava,87123,2280.0,9387.95,27.23
Maize,15605,2280.0,9387.95,27.23
Plantains and others,98525,2280.0,9387.95,27.23
Potatoes,134615,2280.0,9387.95,27.23
"Rice, paddy",45355,2280.0,9387.95,27.23
Sorghum,18059,2280.0,9387.95,27.23
Soybeans,22908,2280.0,9387.95,27.23
Yams,133205,2280.0,9387.95,27.23
Cassava,88492,2280.0,12242.19,27.01
Maize,13393,2280.0,12242.19,27.01
Plantains and others,104461,2280.0,12242.19,27.01
Potatoes,134615,2280.0,12242.19,27.01
"Rice, paddy",51406,2280.0,12242.19,27.01
Sorghum,16630,2280.0,12242.19,27.01
Soybeans,22090,2280.0,12242.19,27.01
Yams,133274,2280.0,12242.19,27.01
Cassava,78727,2280.0,4932.05,26.94
Maize,14101,2280.0,4932.05,26.94
Plantains and others,104826,2280.0,4932.05,26.94
Potatoes,168339,2280.0,4932.05,26.94
"Rice, paddy",41177,2280.0,4932.05,26.94
Sorghum,19105,2280.0,4932.05,26.94
Soybeans,20144,2280.0,4932.05,26.94
Yams,133333,2280.0,4932.05,26.94
Cassava,76993,2280.0,4413.82,26.91
Maize,13493,2280.0,4413.82,26.91
Plantains and others,97059,2280.0,4413.82,26.91
Potatoes,169329,2280.0,4413.82,26.91
"Rice, paddy",37753,2280.0,4413.82,26.91
Sorghum,19866,2280.0,4413.82,26.91
Soybeans,18285,2280.0,4413.82,26.91
Yams,133333,2280.0,4413.82,26.91
Cassava,78931,2280.0,4413.82,27.26
Maize,11809,2280.0,4413.82,27.26
Plantains and others,110413,2280.0,4413.82,27.26
Potatoes,170847,2280.0,4413.82,27.26
"Rice, paddy",49680,2280.0,4413.82,27.26
Sorghum,18259,2280.0,4413.82,27.26
Soybeans,21034,2280.0,4413.82,27.26
Yams,133333,2280.0,4413.82,27.26
Cassava,88688,151.0,62.0,29.71
Maize,3139,151.0,62.0,29.71
Potatoes,100000,151.0,62.0,29.71
"Rice, paddy",31432,151.0,62.0,29.71
Sorghum,1257,151.0,62.0,29.71
Sweet potatoes,87500,151.0,62.0,29.71
Wheat,28889,151.0,62.0,29.71
Cassava,97154,151.0,62.0,29.4
Maize,6629,151.0,62.0,29.4
Potatoes,204348,151.0,62.0,29.4
"Rice, paddy",35605,151.0,62.0,29.4
Sorghum,1449,151.0,62.0,29.4
Sweet potatoes,112317,151.0,62.0,29.4
Wheat,26000,151.0,62.0,29.4
Cassava,109000,151.0,62.0,28.99
Maize,20000,151.0,62.0,28.99
Potatoes,267308,151.0,62.0,28.99
"Rice, paddy",32828,151.0,62.0,28.99
Sorghum,1541,151.0,62.0,28.99
Sweet potatoes,103275,151.0,62.0,28.99
Wheat,28000,151.0,62.0,28.99
Cassava,116500,151.0,62.0,29.64
Maize,40000,151.0,62.0,29.64
Potatoes,224600,151.0,62.0,29.64
"Rice, paddy",26233,151.0,62.0,29.64
Sorghum,1341,151.0,62.0,29.64
Sweet potatoes,102158,151.0,62.0,29.64
Wheat,22000,151.0,62.0,29.64
Cassava,118909,151.0,62.0,29.05
Maize,8309,151.0,62.0,29.05
Potatoes,206531,151.0,62.0,29.05
"Rice, paddy",22143,151.0,62.0,29.05
Sorghum,1518,151.0,62.0,29.05
Sweet potatoes,109463,151.0,62.0,29.05
Wheat,28800,151.0,62.0,29.05
Cassava,129500,151.0,62.0,29.56
Maize,12642,151.0,62.0,29.56
Potatoes,170789,151.0,62.0,29.56
"Rice, paddy",24286,151.0,62.0,29.56
Sorghum,2160,151.0,62.0,29.56
Sweet potatoes,107884,151.0,62.0,29.56
Wheat,34444,151.0,62.0,29.56
Cassava,129865,151.0,22.0,29.71
Maize,7250,151.0,22.0,29.71
Potatoes,159195,151.0,22.0,29.71
"Rice, paddy",16254,151.0,22.0,29.71
Sorghum,1281,151.0,22.0,29.71
Sweet potatoes,93095,151.0,22.0,29.71
Wheat,21250,151.0,22.0,29.71
Cassava,150581,151.0,34.0,29.73
Maize,10269,151.0,34.0,29.73
Potatoes,124128,151.0,34.0,29.73
"Rice, paddy",20244,151.0,34.0,29.73
Sorghum,2177,151.0,34.0,29.73
Sweet potatoes,180240,151.0,34.0,29.73
Wheat,20000,151.0,34.0,29.73
Cassava,159723,151.0,36.0,29.97
Maize,15173,151.0,36.0,29.97
Potatoes,169913,151.0,36.0,29.97
"Rice, paddy",29100,151.0,36.0,29.97
Sorghum,2244,151.0,36.0,29.97
Sweet potatoes,155556,151.0,36.0,29.97
Wheat,21882,151.0,36.0,29.97
Cassava,181890,151.0,26.0,29.65
Maize,3242,151.0,26.0,29.65
Potatoes,101200,151.0,26.0,29.65
"Rice, paddy",41112,151.0,26.0,29.65
Sorghum,2268,151.0,26.0,29.65
Sweet potatoes,206250,151.0,26.0,29.65
Wheat,21115,151.0,26.0,29.65
Cassava,232169,151.0,62.0,29.43
Maize,6154,151.0,62.0,29.43
Potatoes,104924,151.0,62.0,29.43
"Rice, paddy",27479,151.0,62.0,29.43
Sorghum,1721,151.0,62.0,29.43
Sweet potatoes,142029,151.0,62.0,29.43
Wheat,19855,151.0,62.0,29.43
Cassava,210273,151.0,31.0,29.46
Maize,2612,151.0,31.0,29.46
Potatoes,91045,151.0,31.0,29.46
"Rice, paddy",27565,151.0,31.0,29.46
Sorghum,2548,151.0,31.0,29.46
Sweet potatoes,152347,151.0,31.0,29.46
Wheat,18412,151.0,31.0,29.46
Cassava,202833,151.0,29.44,29.71
Maize,5853,151.0,29.44,29.71
Potatoes,159220,151.0,29.44,29.71
"Rice, paddy",31638,151.0,29.44,29.71
Sorghum,2989,151.0,29.44,29.71
Sweet potatoes,148771,151.0,29.44,29.71
Wheat,10606,151.0,29.44,29.71
Cassava,168413,151.0,26.31,29.8
Maize,7509,151.0,26.31,29.8
Potatoes,104545,151.0,26.31,29.8
"Rice, paddy",30949,151.0,26.31,29.8
Sorghum,2519,151.0,26.31,29.8
Sweet potatoes,177570,151.0,26.31,29.8
Wheat,17019,151.0,26.31,29.8
Cassava,159467,151.0,24.75,30.02
Maize,8255,151.0,24.75,30.02
Potatoes,102308,151.0,24.75,30.02
"Rice, paddy",38290,151.0,24.75,30.02
Sorghum,3812,151.0,24.75,30.02
Sweet potatoes,171840,151.0,24.75,30.02
Wheat,17276,151.0,24.75,30.02
Cassava,162588,151.0,21.12,29.78
Maize,11227,151.0,21.12,29.78
Potatoes,115357,151.0,21.12,29.78
"Rice, paddy",36637,151.0,21.12,29.78
Sorghum,3463,151.0,21.12,29.78
Sweet potatoes,160877,151.0,21.12,29.78
Wheat,14992,151.0,21.12,29.78
Cassava,151563,151.0,30.57,29.85
Maize,10874,151.0,30.57,29.85
Potatoes,147395,151.0,30.57,29.85
"Rice, paddy",35900,151.0,30.57,29.85
Sorghum,3435,151.0,30.57,29.85
Sweet potatoes,159870,151.0,30.57,29.85
Wheat,14894,151.0,30.57,29.85
Cassava,138791,151.0,12.04,29.3
Maize,9589,151.0,12.04,29.3
Potatoes,177412,151.0,12.04,29.3
"Rice, paddy",38110,151.0,12.04,29.3
Sorghum,4291,151.0,12.04,29.3
Sweet potatoes,168296,151.0,12.04,29.3
Wheat,18096,151.0,12.04,29.3
Cassava,159918,151.0,7.32,30.32
Maize,9014,151.0,7.32,30.32
Potatoes,172504,151.0,7.32,30.32
"Rice, paddy",43571,151.0,7.32,30.32
Sorghum,2903,151.0,7.32,30.32
Sweet potatoes,160230,151.0,7.32,30.32
Wheat,18696,151.0,7.32,30.32
Cassava,217784,151.0,11.49,30.32
Maize,7869,151.0,11.49,30.32
Potatoes,170183,151.0,11.49,30.32
"Rice, paddy",54407,151.0,11.49,30.32
Sorghum,3919,151.0,11.49,30.32
Sweet potatoes,161324,151.0,11.49,30.32
Wheat,19868,151.0,11.49,30.32
Cassava,107514,151.0,10.59,30.1
Maize,8405,151.0,10.59,30.1
Potatoes,161890,151.0,10.59,30.1
"Rice, paddy",54739,151.0,10.59,30.1
Sorghum,2676,151.0,10.59,30.1
Sweet potatoes,151699,151.0,10.59,30.1
Wheat,19770,151.0,10.59,30.1
Cassava,160606,151.0,21.37,29.61
Maize,10437,151.0,21.37,29.61
Potatoes,242957,151.0,21.37,29.61
"Rice, paddy",57490,151.0,21.37,29.61
Sorghum,4422,151.0,21.37,29.61
Sweet potatoes,200362,151.0,21.37,29.61
Wheat,16537,151.0,21.37,29.61
Cassava,199719,151.0,21.37,30.42
Maize,12326,151.0,21.37,30.42
Potatoes,256815,151.0,21.37,30.42
"Rice, paddy",62834,151.0,21.37,30.42
Sorghum,3703,151.0,21.37,30.42
Sweet potatoes,211608,151.0,21.37,30.42
Wheat,30090,151.0,21.37,30.42
Potatoes,257507,1414.0,1183.0,4.55
Wheat,46634,1414.0,1183.0,4.55
Potatoes,227489,1414.0,760.0,3.4
Wheat,46547,1414.0,760.0,3.4
Potatoes,267729,1414.0,767.9,3.83
Wheat,35295,1414.0,767.9,3.83
Potatoes,249602,1414.0,749.0,2.72
Wheat,51096,1414.0,749.0,2.72
Potatoes,230846,1414.0,848.0,2.74
Wheat,28362,1414.0,848.0,2.74
Potatoes,222358,1414.0,913.14,3.08
Wheat,47468,1414.0,913.14,3.08
Potatoes,231321,1414.0,698.25,1.88
Wheat,45258,1414.0,698.25,1.88
Potatoes,262343,1414.0,735.43,3.87
Wheat,43101,1414.0,735.43,3.87
Potatoes,268418,1414.0,934.02,3.06
Wheat,46878,1414.0,934.02,3.06
Potatoes,256262,1414.0,802.02,3.73
Wheat,44533,1414.0,802.02,3.73
Potatoes,235890,1414.0,348.24,4.52
Wheat,46025,1414.0,348.24,4.52
Potatoes,262878,1414.0,512.66,2.68
Wheat,40738,1414.0,512.66,2.68
Potatoes,256141,1414.0,799.19,3.57
Wheat,40994,1414.0,799.19,3.57
Potatoes,279430,1414.0,827.45,3.79
Wheat,47668,1414.0,827.45,3.79
Potatoes,230523,1414.0,518.94,4.26
Wheat,48925,1414.0,518.94,4.26
Potatoes,269329,1414.0,696.34,4.43
Wheat,41634,1414.0,696.34,4.43
Potatoes,227983,1414.0,722.07,3.96
Wheat,43973,1414.0,722.07,3.96
Potatoes,278193,1414.0,800.9,4.16
Wheat,48653,1414.0,800.9,4.16
Potatoes,241836,1414.0,534.56,3.31
Wheat,34069,1414.0,534.56,3.31
Potatoes,251662,1414.0,698.98,1.3
Wheat,45975,1414.0,698.98,1.3
Potatoes,229141,1414.0,823.96,4.14
Wheat,38517,1414.0,823.96,4.14
Potatoes,240527,1414.0,813.93,3.09
Wheat,41011,1414.0,813.93,3.09
Potatoes,251702,1414.0,761.97,3.5
Wheat,38841,1414.0,761.97,3.5
Maize,14014,494.0,5299.0,24.81
Maize,14014,494.0,5299.0,23.14
Maize,14014,494.0,5299.0,27.0
Maize,14014,494.0,5299.0,23.14
Maize,14014,494.0,5299.0,26.39
Maize,14014,494.0,5299.0,24.81
Maize,14014,494.0,5299.0,26.23
Maize,14014,494.0,5299.0,19.36
Maize,14014,494.0,5299.0,23.14
Potatoes,104002,494.0,5299.0,24.81
Potatoes,104002,494.0,5299.0,23.14
Potatoes,104002,494.0,5299.0,27.0
Potatoes,104002,494.0,5299.0,23.14
Potatoes,104002,494.0,5299.0,26.39
Potatoes,104002,494.0,5299.0,24.81
Potatoes,104002,494.0,5299.0,26.23
Potatoes,104002,494.0,5299.0,19.36
Potatoes,104002,494.0,5299.0,23.14
"Rice, paddy",23151,494.0,5299.0,24.81
"Rice, paddy",23151,494.0,5299.0,23.14
"Rice, paddy",23151,494.0,5299.0,27.0
"Rice, paddy",23151,494.0,5299.0,23.14
"Rice, paddy",23151,494.0,5299.0,26.39
"Rice, paddy",23151,494.0,5299.0,24.81
"Rice, paddy",23151,494.0,5299.0,26.23
"Rice, paddy",23151,494.0,5299.0,19.36
"Rice, paddy",23151,494.0,5299.0,23.14
Sorghum,5736,494.0,5299.0,24.81
Sorghum,5736,494.0,5299.0,23.14
Sorghum,5736,494.0,5299.0,27.0
Sorghum,5736,494.0,5299.0,23.14
Sorghum,5736,494.0,5299.0,26.39
Sorghum,5736,494.0,5299.0,24.81
Sorghum,5736,494.0,5299.0,26.23
Sorghum,5736,494.0,5299.0,19.36
Sorghum,5736,494.0,5299.0,23.14
Soybeans,5679,494.0,5299.0,24.81
Soybeans,5679,494.0,5299.0,23.14
Soybeans,5679,494.0,5299.0,27.0
Soybeans,5679,494.0,5299.0,23.14
Soybeans,5679,494.0,5299.0,26.39
Soybeans,5679,494.0,5299.0,24.81
Soybeans,5679,494.0,5299.0,26.23
Soybeans,5679,494.0,5299.0,19.36
Soybeans,5679,494.0,5299.0,23.14
Sweet potatoes,92141,494.0,5299.0,24.81
Sweet potatoes,92141,494.0,5299.0,23.14
Sweet potatoes,92141,494.0,5299.0,27.0
Sweet potatoes,92141,494.0,5299.0,23.14
Sweet potatoes,92141,494.0,5299.0,26.39
Sweet potatoes,92141,494.0,5299.0,24.81
Sweet potatoes,92141,494.0,5299.0,26.23
Sweet potatoes,92141,494.0,5299.0,19.36
Sweet potatoes,92141,494.0,5299.0,23.14
Wheat,18249,494.0,5299.0,24.81
Wheat,18249,494.0,5299.0,23.14
Wheat,18249,494.0,5299.0,27.0
Wheat,18249,494.0,5299.0,23.14
Wheat,18249,494.0,5299.0,26.39
Wheat,18249,494.0,5299.0,24.81
Wheat,18249,494.0,5299.0,26.23
Wheat,18249,494.0,5299.0,19.36
Wheat,18249,494.0,5299.0,23.14
Maize,14235,494.0,5962.0,24.38
Maize,14235,494.0,5962.0,22.48
Maize,14235,494.0,5962.0,26.98
Maize,14235,494.0,5962.0,22.48
Maize,14235,494.0,5962.0,26.34
Maize,14235,494.0,5962.0,24.38
